Player,Runs,Mins,BF,4s,6s,SR,Inns,Opposition,Ground,StartDate,Result
SDhawan,28,50,44,5,0,63.63,2,vBangladesh,Fatullah,26/02/14,no
AMRahane,28,33,24,6,0,116.66,1,vSriLanka,Kolkata,13/11/14,no
AMRahane,28,75,49,3,0,57.14,2,vNewZealand,Delhi,20/10/16,no
RGSharma,28,0,44,3,0,63.63,1,vAustralia,Chennai,17/09/17,no
RVinayKumar,27,20,12,2,2,225,1,vZimbabwe,Harare,26/07/13,no
RAJadeja,27,71,39,0,2,69.23,1,vPakistan,Delhi,6/1/2013,no
MSDhoni,27,42,26,3,0,103.84,1,vSouthAfrica,Cardiff,6/6/2013,no
MSDhoni,27,66,35,1,0,77.14,1,vWestIndies,Kingston,30/06/13,no
MVijay,27,21,18,5,0,150,1,vWestIndies,PortofSpain,5/7/2013,no
SKRaina,27,44,23,3,0,117.39,1,vBangladesh,Dhaka,17/06/14,no
CAPujara,27,108,63,2,0,42.85,1,vBangladesh,Dhaka,19/06/14,no
ATRayudu,27,22,20,3,0,135,1,vSriLanka,Cuttack,2/11/2014,no
MSDhoni,27,50,29,3,0,93.1,2,vSouthAfrica,Mumbai,25/10/15,no
VKohli,26,44,33,3,0,78.78,2,vEngland,Mohali,23/01/13,no
RAJadeja,26,63,34,1,1,76.47,2,vSouthAfrica,Durban,8/12/2013,no
RAshwin,25,34,18,3,0,138.88,1,vWestIndies,PortofSpain,5/7/2013,no
MSDhoni,25,35,23,2,0,108.69,2,vAustralia,Nagpur,30/10/13,no
STRBinny,25,46,36,4,0,69.44,1,vBangladesh,Dhaka,19/06/14,no
BKumar,25,38,21,2,1,119.04,2,vBangladesh,Dhaka,18/06/15,no
DSKulkarni,25,29,26,2,1,96.15,2,vNewZealand,Ranchi,26/10/16,no
KMJadhav,25,19,13,3,1,192.3,1,vSriLanka,TheOval,8/6/2017,no
SKRaina,25,45,25,3,0,100,1,vBangladesh,Dhaka,19/06/14,no
MohammedShami,25,18,18,3,1,138.88,1,vEngland,Perth,30/01/15,no
VKohli,25,55,35,1,0,71.42,1,vBangladesh,Dhaka,24/06/15,no
STRBinny,25,32,16,3,0,156.25,1,vZimbabwe,Harare,12/7/2015,no
MSDhoni,25,45,36,1,1,69.44,2,vEngland,Kolkata,22/01/17,no
RAJadeja,24,48,27,1,0,88.88,2,vAustralia,Canberra,20/01/16,no
GGambhir,24,61,42,5,0,57.14,1,vEngland,Dharamsala,27/01/13,no
SDhawan,24,53,42,3,0,57.14,2,vSriLanka,Kingston,2/7/2013,no
AMRahane,24,43,22,4,0,109.09,2,vWestIndies,Kochi,8/10/2014,no
ARPatel,24,28,18,1,1,133.33,1,vNewZealand,Visakhapatnam,29/10/16,no
MSDhoni,23,48,23,3,0,100,2,vWestIndies,Kanpur,27/11/13,no
RAJadeja,23,15,10,4,0,230,1,vBangladesh,Melbourne,19/03/15,no
YuvrajSingh,23,29,25,1,1,92,2,vSouthAfrica,TheOval,11/6/2017,no
YuvrajSingh,23,40,23,4,0,100,1,vPakistan,Delhi,6/1/2013,no
KDKarthik,23,65,56,3,0,41.07,1,vWestIndies,Kingston,30/06/13,no
KDKarthik,23,58,37,3,0,62.16,2,vSriLanka,PortofSpain,11/7/2013,no
SKRaina,23,49,24,2,0,95.83,1,vWestIndies,Visakhapatnam,24/11/13,no
AMRahane,23,62,50,3,0,46,1,vPakistan,Dhaka,2/3/2014,no
KDKarthik,23,54,46,1,0,50,1,vPakistan,Dhaka,2/3/2014,no
ATRayudu,23,76,53,2,0,43.39,1,vEngland,Brisbane,20/01/15,no
ATRayudu,23,26,24,2,1,95.83,1,vAustralia,Sydney,26/01/15,no
VKohli,23,57,27,3,1,85.18,1,vBangladesh,Dhaka,21/06/15,no
SDhawan,23,33,28,5,0,82.14,2,vSouthAfrica,Kanpur,11/10/2015,no
SDhawan,23,57,34,4,0,67.64,1,vSouthAfrica,Indore,14/10/15,no
MSDhoni,23,23,9,2,2,255.55,1,vAustralia,Melbourne,17/01/16,no
VKohli,22,36,27,3,0,81.48,2,vPakistan,Birmingham,15/06/13,no
RAJadeja,22,48,27,0,1,81.48,1,vSriLanka,Fatullah,28/02/14,no
VKohli,22,18,18,4,0,122.22,2,vWestIndies,TheOval,11/6/2013,no
KDKarthik,22,56,41,2,0,53.65,2,vSriLanka,Kingston,2/7/2013,no
AMRahane,22,40,27,1,0,81.48,1,vSriLanka,Fatullah,28/02/14,no
VKohli,22,34,21,2,0,104.76,1,vSriLanka,Cuttack,2/11/2014,no
SKRaina,22,42,25,2,0,88,2,vWestIndies,Perth,6/3/2015,no
MKTiwary,22,41,26,0,1,84.61,1,vZimbabwe,Harare,12/7/2015,no
HarbhajanSingh,22,33,22,2,1,100,1,vSouthAfrica,Indore,14/10/15,no
KMJadhav,22,15,10,3,1,220,1,vEngland,Cuttack,19/01/17,no
YuvrajSingh,22,49,31,4,0,70.96,2,vPakistan,TheOval,18/06/17,no
RAJadeja,21,31,27,2,0,77.77,2,vEngland,Mohali,23/01/13,no
KDKarthik,21,28,27,3,0,77.77,2,vAfghanistan,Dhaka,5/3/2014,no
RGSharma,21,57,29,1,1,72.41,2,vBangladesh,Fatullah,26/02/14,no
RGSharma,21,21,19,4,0,110.52,1,vSouthAfrica,Chennai,22/10/15,no
MSDhoni,21,41,24,1,1,87.5,2,vNewZealand,Dharamsala,16/10/16,no
SDhawan,21,42,22,4,0,95.45,2,vPakistan,TheOval,18/06/17,no
BKumar,20,28,16,2,0,125,2,vEngland,Rajkot,11/1/2013,no
HarbhajanSingh,20,21,17,1,0,117.64,2,vSouthAfrica,Rajkot,18/10/15,no
HHPandya,20,8,6,0,3,333.33,1,vPakistan,Birmingham,4/6/2017,no
RGSharma,20,57,40,2,0,50,2,vZimbabwe,Harare,24/07/13,no
RGSharma,20,42,34,2,1,58.82,2,vNewZealand,Hamilton,22/01/14,no
ATRayudu,20,44,40,2,0,50,2,vNewZealand,Wellington,31/01/14,no
BKumar,20,31,25,1,0,80,2,vNewZealand,Wellington,31/01/14,no
KMJadhav,20,28,24,3,0,83.33,2,vSriLanka,Ranchi,16/11/14,no
AMRahane,20,45,39,3,0,51.28,1,vNewZealand,Visakhapatnam,29/10/16,no
HHPandya,20,0,21,1,1,95.23,2,vWestIndies,NorthSound,2/7/2017,no
HHPandya,19,23,9,2,1,211.11,1,vEngland,Cuttack,19/01/17,no
MSDhoni,19,49,21,2,0,90.47,2,vEngland,Mohali,23/01/13,no
RAshwin,19,32,21,1,1,90.47,1,vEngland,Dharamsala,27/01/13,no
MSDhoni,19,52,22,2,0,86.36,2,vAustralia,Pune,13/10/13,no
RAshwin,19,18,10,2,1,190,1,vWestIndies,Visakhapatnam,24/11/13,no
VKohli,19,19,18,3,0,105.55,2,vWestIndies,Kanpur,27/11/13,no
RAshwin,19,23,19,4,0,100,2,vSouthAfrica,Johannesburg,5/12/2013,no
RGSharma,19,34,26,2,0,73.07,2,vSouthAfrica,Durban,8/12/2013,no
MSDhoni,19,43,31,0,0,61.29,2,vSouthAfrica,Durban,8/12/2013,no
MohammedShami,19,26,17,2,1,111.76,2,vWestIndies,Kochi,8/10/2014,no
RVUthappa,19,21,21,2,0,90.47,2,vSriLanka,Ranchi,16/11/14,no
MSDhoni,19,42,31,2,0,61.29,1,vAustralia,Melbourne,18/01/15,no
AMRahane,19,40,24,3,0,79.16,2,vZimbabwe,Auckland,14/03/15,no
AMRahane,19,38,37,1,0,51.35,1,vBangladesh,Melbourne,19/03/15,no
RAJadeja,19,42,26,1,0,73.07,1,vBangladesh,Dhaka,21/06/15,no
MKPandey,19,34,25,0,1,76,2,vNewZealand,Delhi,20/10/16,no
HHPandya,19,0,18,1,1,105.55,1,vSriLanka,Colombo(RPS),31/08/17,no
RGSharma,18,36,24,1,0,75,2,vAfghanistan,Dhaka,5/3/2014,no
SKRaina,18,0,23,0,1,78.26,2,vSriLanka,Hyderabad(Deccan),9/11/2014,no
STRBinny,18,15,8,2,1,225,1,vZimbabwe,Harare,14/07/15,no
UTYadav,18,45,23,1,0,78.26,2,vNewZealand,Delhi,20/10/16,no
SKRaina,18,47,42,1,0,42.85,2,vPakistan,Kolkata,3/1/2013,no
RGSharma,18,54,32,2,0,56.25,2,vPakistan,Birmingham,15/06/13,no
BKumar,18,32,27,1,0,66.66,2,vAustralia,Pune,13/10/13,no
RGSharma,18,69,43,2,0,41.86,2,vSouthAfrica,Johannesburg,5/12/2013,no
SKRaina,18,26,22,2,0,81.81,2,vNewZealand,Napier,19/01/14,no
ATRayudu,18,27,23,1,0,78.26,1,vSriLanka,Fatullah,28/02/14,no
RAshwin,18,20,16,2,0,112.5,1,vSriLanka,Fatullah,28/02/14,no
SKRaina,18,27,23,2,0,78.26,2,vEngland,Leeds,5/9/2014,no
BKumar,18,20,14,1,0,128.57,1,vWestIndies,Delhi,11/10/2014,no
MSDhoni,18,22,13,1,1,138.46,1,vPakistan,Adelaide,15/02/15,no
MSDhoni,18,22,11,3,0,163.63,1,vSouthAfrica,Melbourne,22/02/15,no
MSDhoni,18,18,13,1,1,138.46,1,vAustralia,Perth,12/1/2016,no
ARPatel,17,34,14,2,0,121.42,2,vSriLanka,Ranchi,16/11/14,no
STRBinny,17,24,11,2,0,154.54,1,vBangladesh,Dhaka,24/06/15,no
SDhawan,17,27,21,3,0,80.95,2,vZimbabwe,Harare,24/07/13,no
SKRaina,17,27,19,2,0,89.47,1,vAustralia,Mohali,19/10/13,no
UTYadav,17,13,13,2,1,130.76,1,vBangladesh,Dhaka,17/06/14,no
MSDhoni,17,38,32,3,0,53.12,1,vEngland,Perth,30/01/15,no
MKPandey,17,34,22,1,0,77.27,2,vNewZealand,Dharamsala,16/10/16,no
ARPatel,17,47,22,0,1,77.27,2,vNewZealand,Delhi,20/10/16,no
KLRahul,17,0,24,2,0,70.83,2,vSriLanka,Pallekele,27/08/17,no
YuvrajSingh,16,53,29,2,0,55.17,2,vWestIndies,Kochi,21/11/13,no
ATRayudu,16,33,19,2,0,84.21,2,vBangladesh,Dhaka,15/06/14,no
RVUthappa,16,48,16,1,0,100,1,vSriLanka,Kolkata,13/11/14,no
RAshwin,16,39,32,0,0,50,2,vWestIndies,Perth,6/3/2015,no
RAJadeja,16,11,8,1,1,200,1,vEngland,Cuttack,19/01/17,no
SDhawan,16,38,35,2,0,45.71,2,vSriLanka,PortofSpain,11/7/2013,no
SKRaina,16,34,15,2,0,106.66,2,vAustralia,Nagpur,30/10/13,no
WPSaha,16,23,21,2,0,76.19,1,vBangladesh,Dhaka,19/06/14,no
SDhawan,16,29,23,1,0,69.56,2,vEngland,Nottingham,30/08/14,no
RAshwin,16,28,19,1,0,84.21,2,vEngland,Leeds,5/9/2014,no
RGSharma,16,24,21,2,0,76.19,2,vZimbabwe,Auckland,14/03/15,no
RAJadeja,16,23,17,2,0,94.11,2,vAustralia,Sydney,26/03/15,no
KMJadhav,16,19,13,1,0,123.07,1,vZimbabwe,Harare,12/7/2015,no
RGSharma,16,21,20,3,0,80,2,vSouthAfrica,Mumbai,25/10/15,no
RGSharma,16,0,20,1,0,80,2,vSriLanka,Colombo(RPS),3/9/2017,no
SKRaina,15,13,11,3,0,136.36,2,vBangladesh,Dhaka,15/06/14,no
ARPatel,15,23,11,0,1,136.36,2,vSouthAfrica,Rajkot,18/10/15,no
RAshwin,15,17,10,0,1,150,2,vEngland,Pune,15/01/17,no
GGambhir,15,43,27,1,0,55.55,1,vPakistan,Delhi,6/1/2013,no
VKohli,15,45,22,1,0,68.18,2,vEngland,Rajkot,11/1/2013,no
MSDhoni,15,38,23,2,0,65.21,1,vEngland,Dharamsala,27/01/13,no
RAJadeja,15,27,20,2,0,75,1,vWestIndies,Kingston,30/06/13,no
SDhawan,15,26,16,2,0,93.75,1,vSriLanka,PortofSpain,9/7/2013,no
RAJadeja,15,28,22,1,0,68.18,1,vZimbabwe,Harare,26/07/13,no
RAshwin,15,35,26,1,0,57.69,2,vSouthAfrica,Durban,8/12/2013,no
RGSharma,15,35,20,2,0,75,1,vPakistan,Adelaide,15/02/15,no
AMRahane,15,28,22,1,0,68.18,1,vZimbabwe,Harare,14/07/15,no
MSDhoni,15,28,16,1,0,93.75,1,vSouthAfrica,Chennai,22/10/15,no
RGSharma,15,28,27,1,1,55.55,2,vNewZealand,Delhi,20/10/16,no
YuvrajSingh,15,21,12,2,1,125,2,vEngland,Pune,15/01/17,no
RAJadeja,15,41,26,0,0,57.69,2,vPakistan,TheOval,18/06/17,no
SDhawan,14,19,12,3,0,116.66,2,vAustralia,Ranchi,23/10/13,no
MohammedShami,14,25,15,0,1,93.33,2,vNewZealand,Wellington,31/01/14,no
MohammedShami,14,7,7,0,2,200,1,vSriLanka,Fatullah,28/02/14,no
ARPatel,14,5,4,0,2,350,1,vSriLanka,Cuttack,2/11/2014,no
RAshwin,14,25,20,0,0,70,1,vAustralia,Melbourne,18/01/15,no
KDKarthik,14,21,15,1,1,93.33,1,vSouthAfrica,Cardiff,6/6/2013,no
VKohli,14,35,18,2,0,77.77,1,vZimbabwe,Harare,26/07/13,no
RGSharma,14,27,21,2,0,66.66,2,vZimbabwe,Harare,28/07/13,no
SKRaina,14,39,20,2,0,70,2,vSouthAfrica,Johannesburg,5/12/2013,no
RVUthappa,14,37,24,2,0,58.33,1,vBangladesh,Dhaka,17/06/14,no
SKRaina,14,0,6,1,1,233.33,2,vSriLanka,Ahmedabad,6/11/2014,no
SDhawan,14,27,17,3,0,82.35,2,vU.A.E.,Perth,28/02/15,no
AMRahane,14,56,34,2,0,41.17,2,vWestIndies,Perth,6/3/2015,no
BKumar,14,42,32,1,0,43.75,1,vSouthAfrica,Indore,14/10/15,no
RGSharma,14,44,26,1,1,53.84,2,vNewZealand,Dharamsala,16/10/16,no
AMishra,14,29,17,1,0,82.35,2,vNewZealand,Ranchi,26/10/16,no
YuvrajSingh,14,0,10,1,0,140,1,vWestIndies,PortofSpain,25/06/17,no
MSDhoni,13,14,7,3,0,185.71,2,vWestIndies,Kochi,21/11/13,no
MSDhoni,13,0,13,1,0,100,1,vWestIndies,PortofSpain,25/06/17,no
KMJadhav,13,0,6,2,0,216.66,1,vWestIndies,PortofSpain,25/06/17,no
RAJadeja,13,34,23,0,0,56.52,2,vPakistan,Kolkata,3/1/2013,no
RAshwin,13,17,8,2,0,162.5,2,vEngland,Rajkot,11/1/2013,no
CAPujara,13,38,24,2,0,54.16,2,vZimbabwe,Bulawayo,1/8/2013,no
RGSharma,13,37,28,1,0,46.42,1,vSriLanka,Fatullah,28/02/14,no
VKohli,13,25,21,2,0,61.9,2,vEngland,Leeds,5/9/2014,no
ATRayudu,13,33,21,1,0,61.9,2,vWestIndies,Kochi,8/10/2014,no
RAJadeja,13,31,23,2,0,56.52,2,vWestIndies,Perth,6/3/2015,no
RVUthappa,13,20,11,1,0,118.18,1,vZimbabwe,Harare,12/7/2015,no
MVijay,13,37,21,2,0,61.9,1,vZimbabwe,Harare,14/07/15,no
ARPatel,13,20,27,0,1,48.14,1,vSouthAfrica,Indore,14/10/15,no
SDhawan,13,45,29,2,0,44.82,2,vSouthAfrica,Rajkot,18/10/15,no
RGSharma,13,35,21,2,0,61.9,2,vNewZealand,Mohali,23/10/16,no
RAJadeja,13,24,15,2,0,86.66,2,vEngland,Pune,15/01/17,no
RAJadeja,12,10,9,1,0,133.33,2,vEngland,Nottingham,30/08/14,no
ATRayudu,12,18,7,0,1,171.42,1,vWestIndies,Dharamsala,17/10/14,no
KDKarthik,12,25,18,0,1,66.66,1,vSriLanka,PortofSpain,9/7/2013,no
YuvrajSingh,12,20,14,0,1,85.71,1,vAustralia,Bengaluru,2/11/2013,no
RGSharma,12,20,19,3,0,63.15,1,vWestIndies,Visakhapatnam,24/11/13,no
SDhawan,12,19,13,3,0,92.3,2,vSouthAfrica,Johannesburg,5/12/2013,no
RAshwin,12,20,10,0,1,120,2,vNewZealand,Napier,19/01/14,no
SDhawan,12,32,22,2,0,54.54,2,vNewZealand,Hamilton,22/01/14,no
RAJadeja,12,20,8,0,1,150,2,vNewZealand,Hamilton,22/01/14,no
AMRahane,12,59,28,1,0,42.85,1,vWestIndies,Delhi,11/10/2014,no
STRBinny,12,15,15,2,0,80,2,vSriLanka,Ranchi,16/11/14,no
AMRahane,12,29,22,2,0,54.54,1,vAustralia,Melbourne,18/01/15,no
ATRayudu,12,21,17,1,0,70.58,1,vEngland,Perth,30/01/15,no
VKohli,12,24,18,0,0,66.66,1,vSouthAfrica,Indore,14/10/15,no
SKRaina,12,10,13,1,1,92.3,2,vSouthAfrica,Mumbai,25/10/15,no
MKPandey,12,13,12,2,0,100,2,vNewZealand,Ranchi,26/10/16,no
RGSharma,12,23,20,1,1,60,2,vSouthAfrica,TheOval,11/6/2017,no
KDKarthik,11,19,15,1,0,73.33,2,vPakistan,Birmingham,15/06/13,no
BKumar,11,4,5,1,1,220,1,vWestIndies,Kingston,30/06/13,no
GGambhir,11,45,25,1,0,44,2,vPakistan,Kolkata,3/1/2013,no
SDhawan,11,20,10,2,0,110,1,vWestIndies,Kingston,30/06/13,no
VKohli,11,19,21,0,1,52.38,1,vWestIndies,Kingston,30/06/13,no
RAJadeja,11,22,18,1,0,61.11,2,vAustralia,Pune,13/10/13,no
RVinayKumar,11,24,19,1,0,57.89,2,vAustralia,Pune,13/10/13,no
RGSharma,11,33,22,2,0,50,1,vAustralia,Mohali,19/10/13,no
BKumar,11,9,6,2,0,183.33,2,vNewZealand,Hamilton,22/01/14,no
CAPujara,11,66,34,0,0,32.35,1,vBangladesh,Dhaka,17/06/14,no
SDhawan,11,29,22,2,0,50,1,vEngland,Cardiff,27/08/14,no
SKRaina,11,8,5,1,1,220,1,vSriLanka,Kolkata,13/11/14,no
MMSharma,11,17,19,2,0,57.89,2,vBangladesh,Dhaka,18/06/15,no
VKohli,11,29,18,0,0,61.11,2,vSouthAfrica,Kanpur,11/10/2015,no
MSDhoni,11,16,10,0,0,110,1,vAustralia,Brisbane,15/01/16,no
RGSharma,11,15,19,2,0,57.89,2,vNewZealand,Ranchi,26/10/16,no
MSDhoni,11,36,31,0,0,35.48,2,vNewZealand,Ranchi,26/10/16,no
SDhawan,11,24,15,2,0,73.33,1,vEngland,Cuttack,19/01/17,no
KLRahul,11,28,11,1,1,100,2,vEngland,Kolkata,22/01/17,no
VKohli,11,0,22,2,0,50,1,vWestIndies,NorthSound,30/06/17,no
RAJadeja,11,0,11,1,0,100,2,vWestIndies,NorthSound,2/7/2017,no
MSDhoni,10,12,12,2,0,83.33,2,vEngland,Ranchi,19/01/13,no
KDKarthik,10,26,19,1,0,52.63,2,vZimbabwe,Bulawayo,3/8/2013,no
RAshwin,10,8,5,2,0,200,1,vEngland,Cardiff,27/08/14,no
WPSaha,10,20,8,1,0,125,1,vSriLanka,Cuttack,2/11/2014,no
ARPatel,10,7,5,0,1,200,1,vBangladesh,Dhaka,24/06/15,no
RAJadeja,10,9,5,1,0,200,1,vAustralia,Perth,12/1/2016,no
KMJadhav,10,17,12,2,0,83.33,2,vNewZealand,Dharamsala,16/10/16,no
GGambhir,10,22,16,2,0,62.5,2,vEngland,Mohali,23/01/13,no
RAshwin,10,15,10,1,0,100,1,vSouthAfrica,Cardiff,6/6/2013,no
SKRaina,10,18,14,0,1,71.42,1,vWestIndies,PortofSpain,5/7/2013,no
BKumar,10,23,18,1,0,55.55,1,vAustralia,Mohali,19/10/13,no
RAJadeja,10,27,20,0,0,50,1,vWestIndies,Visakhapatnam,24/11/13,no
SDhawan,10,12,13,2,0,76.92,1,vPakistan,Dhaka,2/3/2014,no
MKTiwary,10,47,33,0,0,30.3,1,vZimbabwe,Harare,14/07/15,no
RAJadeja,10,8,6,2,0,166.66,2,vEngland,Kolkata,22/01/17,no
KMJadhav,10,0,14,0,0,71.42,2,vWestIndies,NorthSound,2/7/2017,no
RGSharma,9,19,13,1,0,69.23,2,vAustralia,Ranchi,23/10/13,no
ATRayudu,9,15,15,0,0,60,2,vBangladesh,Fatullah,26/02/14,no
RAJadeja,9,20,11,0,0,81.81,1,vEngland,Cardiff,27/08/14,no
MSDhoni,9,0,9,1,0,100,1,vWestIndies,PortofSpain,23/06/17,no
YuvrajSingh,9,30,19,0,0,47.36,2,vPakistan,Kolkata,3/1/2013,no
SKRaina,9,11,6,0,1,150,1,vSouthAfrica,Cardiff,6/6/2013,no
RGSharma,9,18,14,1,0,64.28,1,vEngland,Birmingham,23/06/13,no
AMishra,9,13,7,1,0,128.57,1,vZimbabwe,Harare,26/07/13,no
SDhawan,9,43,28,1,0,32.14,2,vNewZealand,Wellington,31/01/14,no
RAshwin,9,9,7,2,0,128.57,1,vPakistan,Dhaka,2/3/2014,no
RGSharma,9,18,12,2,0,75,2,vSriLanka,Ranchi,16/11/14,no
VKohli,9,24,16,0,0,56.25,1,vAustralia,Melbourne,18/01/15,no
SDhawan,9,17,14,1,0,64.28,2,vWestIndies,Perth,6/3/2015,no
AMRahane,9,27,25,1,0,36,2,vBangladesh,Dhaka,18/06/15,no
SDhawan,9,27,22,1,0,40.9,1,vAustralia,Perth,12/1/2016,no
RDhawan,9,8,8,1,0,112.5,2,vAustralia,Canberra,20/01/16,no
VKohli,9,18,13,1,0,69.23,2,vNewZealand,Delhi,20/10/16,no
HHPandya,9,18,13,0,0,69.23,2,vNewZealand,Ranchi,26/10/16,no
HHPandya,9,8,5,0,1,180,1,vSriLanka,TheOval,8/6/2017,no
KMJadhav,9,18,13,2,0,69.23,2,vPakistan,TheOval,18/06/17,no
KDKarthik,8,10,15,1,0,53.33,2,vZimbabwe,Harare,24/07/13,no
GGambhir,8,25,17,1,0,47.05,1,vPakistan,Chennai,30/12/12,no
GGambhir,8,19,13,1,0,61.53,1,vEngland,Kochi,15/01/13,no
SDhawan,8,8,6,2,0,133.33,1,vAustralia,Mohali,19/10/13,no
AMRahane,8,23,17,1,0,47.05,2,vSouthAfrica,Durban,8/12/2013,no
MohammedShami,8,21,14,0,0,57.14,2,vSouthAfrica,Durban,8/12/2013,no
ARPatel,8,5,5,2,0,160,1,vBangladesh,Dhaka,17/06/14,no
MSDhoni,8,37,21,0,0,38.09,2,vWestIndies,Kochi,8/10/2014,no
MMSharma,8,8,7,2,0,114.28,2,vWestIndies,Kochi,8/10/2014,no
AMRahane,8,0,19,1,0,42.1,2,vSriLanka,Ahmedabad,6/11/2014,no
ATRayudu,8,24,19,0,0,42.1,1,vSriLanka,Kolkata,13/11/14,no
SDhawan,8,24,13,0,0,61.53,1,vAustralia,Sydney,26/01/15,no
VKohli,8,26,19,0,0,42.1,1,vEngland,Perth,30/01/15,no
GurkeeratSingh,8,6,7,1,0,114.28,1,vAustralia,Melbourne,17/01/16,no
VKohli,8,11,11,1,0,72.72,2,vAustralia,Sydney,23/01/16,no
KLRahul,8,28,18,1,0,44.44,2,vEngland,Pune,15/01/17,no
VKohli,8,6,5,2,0,160,1,vEngland,Cuttack,19/01/17,no
ISharma,7,6,5,1,0,140,2,vEngland,Rajkot,11/1/2013,no
SKRaina,7,15,4,1,0,175,2,vSriLanka,Cardiff,20/06/13,no
MohammedShami,7,4,4,1,0,175,2,vNewZealand,Napier,19/01/14,no
MMSharma,7,23,6,1,0,116.66,1,vEngland,Perth,30/01/15,no
VKohli,7,25,17,1,0,41.17,1,vPakistan,Delhi,6/1/2013,no
RAJadeja,7,17,9,0,0,77.77,2,vEngland,Rajkot,11/1/2013,no
SDhawan,7,29,15,1,0,46.66,2,vAustralia,Pune,13/10/13,no
YuvrajSingh,7,8,7,0,1,100,2,vAustralia,Pune,13/10/13,no
AMRahane,7,10,13,0,0,53.84,2,vNewZealand,Napier,19/01/14,no
RAshwin,7,15,11,1,0,63.63,2,vNewZealand,Wellington,31/01/14,no
STRBinny,7,16,12,1,0,58.33,1,vEngland,Perth,30/01/15,no
RGSharma,7,30,18,1,0,38.88,2,vWestIndies,Perth,6/3/2015,no
SKRaina,7,20,11,1,0,63.63,2,vAustralia,Sydney,26/03/15,no
SDhawan,7,36,15,0,0,46.66,1,vSouthAfrica,Chennai,22/10/15,no
VKohli,7,11,6,0,1,116.66,2,vSouthAfrica,Mumbai,25/10/15,no
KKNair,7,19,20,1,0,35,2,vZimbabwe,Harare,11/6/2016,no
UTYadav,7,26,12,0,0,58.33,2,vNewZealand,Ranchi,26/10/16,no
YuvrajSingh,7,33,18,0,0,38.88,1,vSriLanka,TheOval,8/6/2017,no
KLRahul,7,0,8,0,0,87.5,1,vSriLanka,Colombo(RPS),31/08/17,no
MohammedShami,6,3,1,0,1,600,1,vZimbabwe,Harare,26/07/13,no
WPSaha,6,0,10,1,0,60,2,vSriLanka,Hyderabad(Deccan),9/11/2014,no
RAJadeja,6,11,5,0,0,120,1,vAustralia,Melbourne,17/01/16,no
VKohli,6,12,9,1,0,66.66,2,vPakistan,Kolkata,3/1/2013,no
KDKarthik,6,10,11,0,0,54.54,1,vEngland,Birmingham,23/06/13,no
KDKarthik,6,11,7,1,0,85.71,1,vWestIndies,PortofSpain,5/7/2013,no
BKumar,6,4,4,1,0,150,2,vNewZealand,Napier,19/01/14,no
VKohli,6,27,20,1,0,30,2,vNewZealand,Auckland,25/01/14,no
RAJadeja,6,21,16,0,0,37.5,1,vWestIndies,Delhi,11/10/2014,no
MSDhoni,6,10,5,0,0,120,1,vWestIndies,Dharamsala,17/10/14,no
SKRaina,6,6,5,1,0,120,1,vSouthAfrica,Melbourne,22/02/15,no
MSDhoni,6,28,11,0,0,54.54,1,vBangladesh,Melbourne,19/03/15,no
SDhawan,6,10,4,1,0,150,1,vAustralia,Brisbane,15/01/16,no
MKPandey,6,13,5,1,0,120,1,vAustralia,Brisbane,15/01/16,no
RGSharma,6,17,11,0,0,54.54,1,vAustralia,Melbourne,17/01/16,no
MSDhoni,6,7,6,1,0,100,2,vEngland,Pune,15/01/17,no
ARPatel,6,0,9,0,0,66.66,2,vSriLanka,Pallekele,24/08/17,no
RAshwin,5,18,11,0,0,45.45,1,vWestIndies,Kingston,30/06/13,no
RAshwin,5,14,5,0,0,100,1,vSouthAfrica,Melbourne,22/02/15,no
HarbhajanSingh,5,8,4,0,0,125,1,vZimbabwe,Harare,12/7/2015,no
ISharma,5,21,15,1,0,33.33,1,vPakistan,Delhi,6/1/2013,no
RGSharma,5,16,13,0,0,38.46,2,vSriLanka,Kingston,2/7/2013,no
RAJadeja,5,15,14,0,0,35.71,2,vSriLanka,PortofSpain,11/7/2013,no
RVinayKumar,5,25,16,0,0,31.25,2,vSriLanka,PortofSpain,11/7/2013,no
ATRayudu,5,44,25,0,0,20,1,vZimbabwe,Harare,26/07/13,no
RAshwin,5,11,10,0,0,50,2,vAustralia,Pune,13/10/13,no
SDhawan,5,16,6,1,0,83.33,2,vWestIndies,Kochi,21/11/13,no
ISharma,5,14,10,0,0,50,2,vNewZealand,Napier,19/01/14,no
RAshwin,5,7,4,1,0,125,2,vNewZealand,Hamilton,22/01/14,no
RAshwin,5,3,3,1,0,166.66,1,vNewZealand,Hamilton,28/01/14,no
RAJadeja,5,7,6,1,0,83.33,2,vNewZealand,Wellington,31/01/14,no
VKohli,5,29,11,0,0,45.45,1,vPakistan,Dhaka,2/3/2014,no
WPSaha,5,17,12,1,0,41.66,1,vBangladesh,Dhaka,17/06/14,no
RVUthappa,5,21,13,1,0,38.46,1,vBangladesh,Dhaka,19/06/14,no
AMishra,5,15,13,1,0,38.46,2,vWestIndies,Kochi,8/10/2014,no
BKumar,5,6,5,0,0,100,1,vEngland,Brisbane,20/01/15,no
RAJadeja,5,18,9,0,0,55.55,1,vEngland,Perth,30/01/15,no
RAshwin,5,19,13,0,0,38.46,2,vAustralia,Sydney,26/03/15,no
MSDhoni,5,13,7,0,0,71.42,2,vBangladesh,Dhaka,18/06/15,no
